,ID,Education,Marital_Status,Has_child,Children,Cluster,Age_group,Income_group,Seniority_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
587,5057,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
588,254,Postgraduate,In couple,Has child,1 child,Leaky bucket,Senior,Medium to high income,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
589,4179,Postgraduate,In couple,No child,No child,Leaky bucket,Mature,Low income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
590,3710,Postgraduate,Alone,Has child,1 child,High potential,Adult,Low to medium income,Old customers,Low consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
591,7627,Postgraduate,In couple,No child,No child,Need attention,Mature,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
592,4501,Postgraduate,Alone,No child,No child,Stars,Mature,High income,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
593,6424,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,New customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
594,3075,Postgraduate,In couple,No child,No child,Stars,Mature,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer
595,4992,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
596,5252,Postgraduate,Alone,Has child,1 child,High potential,Mature,Low income,Old customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
597,7444,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low to medium income,Discovering customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
598,6919,Undergraduate,In couple,Has child,1 child,High potential,Adult,Low income,Experienced customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
599,3537,Postgraduate,In couple,Has child,1 child,High potential,Adult,Low income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer
600,10277,Postgraduate,Alone,Has child,1 child,High potential,Mature,Low income,Experienced customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
601,2453,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
602,7972,Postgraduate,Alone,No child,No child,Stars,Senior,High income,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
603,895,Postgraduate,In couple,Has child,2 children,Need attention,Senior,Medium to high income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
604,1177,Postgraduate,In couple,Has child,2 children,High potential,Mature,Low to medium income,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
605,7141,Postgraduate,Alone,Has child,1 child,High potential,Adult,Low income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer
606,7232,Postgraduate,Alone,Has child,1 child,Leaky bucket,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
607,8477,Postgraduate,Alone,Has child,3 children,High potential,Mature,Low income,Experienced customers,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
608,2457,Undergraduate,In couple,Has child,1 child,High potential,Mature,Low income,Old customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
609,988,Postgraduate,In couple,No child,No child,Stars,Mature,High income,New customers,Frequent consumer,Non consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
610,7930,Postgraduate,Alone,No child,No child,Leaky bucket,Mature,Low income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
611,4587,Postgraduate,Alone,No child,No child,Leaky bucket,Senior,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Low consumer
612,6682,Undergraduate,In couple,Has child,1 child,High potential,Mature,Low income,Old customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
613,6222,Postgraduate,In couple,Has child,3 children,Leaky bucket,Mature,Low income,Discovering customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
614,10299,Postgraduate,Alone,No child,No child,Need attention,Mature,Low to medium income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
615,3083,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
616,8953,Postgraduate,Alone,Has child,3 children,High potential,Mature,Low to medium income,Experienced customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
617,1503,Postgraduate,In couple,Has child,2 children,Stars,Adult,High income,Experienced customers,Frequent consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
618,8650,Postgraduate,Alone,Has child,2 children,High potential,Adult,Medium to high income,Experienced customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
619,10862,Postgraduate,In couple,Has child,1 child,High potential,Mature,Low income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
620,2782,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Medium to high income,Discovering customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
621,6941,Postgraduate,Alone,No child,No child,High potential,Mature,Low income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
622,10972,Postgraduate,Alone,No child,No child,Stars,Senior,High income,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
623,10708,Undergraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low to medium income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Non consumer,Low consumer,Low consumer
624,6583,Undergraduate,In couple,No child,No child,Need attention,Senior,High income,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
625,3641,Postgraduate,In couple,Has child,1 child,High potential,Adult,Low income,Experienced customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer
626,10156,Postgraduate,Alone,Has child,1 child,Need attention,Mature,High income,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
627,4299,Postgraduate,In couple,Has child,1 child,Need attention,Mature,High income,Old customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
628,3469,Postgraduate,Alone,Has child,2 children,High potential,Adult,Low income,Old customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
629,5063,Postgraduate,Alone,Has child,1 child,High potential,Adult,Low income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
630,10727,Postgraduate,In couple,Has child,1 child,Stars,Mature,High income,Discovering customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
631,9624,Postgraduate,In couple,No child,No child,Stars,Mature,Medium to high income,New customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
632,5156,Undergraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
633,4376,Undergraduate,Alone,No child,No child,Leaky bucket,Mature,Low income,New customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
634,8923,Postgraduate,Alone,No child,No child,Need attention,Mature,High income,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
635,8461,Postgraduate,Alone,Has child,3 children,Leaky bucket,Mature,Low to medium income,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
636,6945,Postgraduate,Alone,No child,No child,Need attention,Senior,High income,Experienced customers,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
637,944,Postgraduate,In couple,Has child,1 child,High potential,Mature,Medium to high income,Old customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
638,1907,Postgraduate,Alone,Has child,1 child,Need attention,Senior,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
639,701,Postgraduate,In couple,Has child,1 child,Stars,Mature,High income,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
640,3856,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
641,4149,Postgraduate,In couple,No child,No child,Stars,Senior,High income,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Frequent consumer
642,2131,Postgraduate,Alone,Has child,1 child,Need attention,Mature,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
643,2942,Postgraduate,Alone,Has child,1 child,High potential,Mature,Low to medium income,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer
644,1173,Postgraduate,In couple,No child,No child,Need attention,Senior,High income,Experienced customers,Biggest consumer,Biggest consumer,Biggest consumer,Non consumer,Frequent consumer,Biggest consumer
645,4381,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low to medium income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
646,4611,Postgraduate,In couple,No child,No child,Need attention,Mature,High income,Experienced customers,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
647,3376,Postgraduate,Alone,Has child,1 child,Leaky bucket,Mature,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
648,4679,Postgraduate,In couple,Has child,1 child,Stars,Adult,High income,New customers,Biggest consumer,Non consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
649,10928,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
650,4248,Postgraduate,Alone,No child,No child,Stars,Mature,High income,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
651,6728,Postgraduate,In couple,Has child,1 child,High potential,Adult,Low income,Old customers,Low consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
652,6661,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
653,4725,Postgraduate,In couple,Has child,1 child,Leaky bucket,Senior,Low to medium income,New customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Low consumer
654,3277,Postgraduate,Alone,Has child,1 child,High potential,Senior,Low to medium income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
